movie_name,distributor,distributor_film_count,distributor_domestic_ratio,is_domestic,genre,genre_count,is_sequel,holiday_week,holiday_type,release_season,release_year,release_month,release_week,competition_index,runtime_minutes,rating,total_audience,log_total_audience
Düğün Dernek 2: Sünnet,CGV Mars,225,0.729,1,Komedi,1,1,0,none,Winter,2015,12,49,4,112.0,2,6073364,15.619423210511496
Hızlı ve Öfkeli 7,UIP,271,0.137,0,Aksiyon,1,1,0,none,Spring,2015,4,14,5,137.0,2,2961089,14.90106766404505
Kocan Kadar Konuş,UIP,271,0.137,1,Romantik-Komedi,1,0,0,none,Spring,2015,3,12,11,108.0,2,1930677,14.473381276575202
Ali Baba ve 7 Cüceler,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Fall,2015,11,46,5,114.0,3,1828311,14.418903147816572
Selam: Bahara Yolculuk,CGV Mars,225,0.729,1,Dram,1,0,0,none,Spring,2015,3,11,11,120.0,3,1683497,14.336383735579895
Bana Masal Anlatma,UIP,271,0.137,1,"Komedi, Romantik-Komedi",2,0,0,none,Winter,2015,1,2,12,103.0,1,1576979,14.271021549432922
Aşk Sana Benzer,CGV Mars,225,0.729,1,"Dram, Romantik",2,0,0,none,Winter,2015,1,4,12,115.0,0,1406620,14.15670022143832
Yenilmezler: Ultron Çağı,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu",3,0,1,1_mayis,Spring,2015,5,18,8,141.0,2,1284848,14.066150981377143
Yapışık Kardeşler,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2015,1,5,12,105.0,2,1014630,13.830034571980372
Niyazi Gül Dörtnala,UIP,271,0.137,1,Komedi,1,0,0,none,Spring,2015,5,19,8,106.0,1,994016,13.80950858208864
Minyonlar,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Fall,2015,9,36,9,91.0,1,964454,13.779317417085332
Sevimli Tehlikeli,WB,123,0.089,1,"Romantik-Komedi, Romantik",2,0,0,none,Winter,2015,2,6,9,113.0,2,911833,13.72321213825396
Kara Bela,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Fall,2015,9,38,9,105.0,2,892643,13.70194200389106
Grinin Elli Tonu,UIP,271,0.137,0,Romantik,1,0,0,none,Winter,2015,2,7,9,125.0,4,875585,13.68264751337401
Star Wars: Güç Uyanıyor,UIP,271,0.137,0,"Bilim-Kurgu, Fantastik, 3 Boyutlu",3,0,0,none,Winter,2015,12,51,4,136.0,2,1149329,13.95468885178888
Son Mektup,Pin.,19,0.632,1,"Tarihi, Savaş",2,0,0,none,Spring,2015,3,12,11,122.0,0,810138,13.60495988250761
Labirent: Alev Deneyleri,TME,181,0.343,0,"Bilim-Kurgu, Aksiyon, 3 Boyutlu",3,0,0,none,Fall,2015,9,38,9,131.0,3,752273,13.53085456896673
Açlık Oyunları: Alaycı Kuş Bölüm 2,TME,181,0.343,0,"Macera, Aksiyon",2,1,0,none,Fall,2015,11,47,5,137.0,2,745338,13.521593085750096
Mission: Impossible - Rogue Nation,UIP,271,0.137,0,"Macera, Aksiyon",2,0,0,none,Summer,2015,7,31,6,131.0,2,719045,13.48567922167099
Geniş Aile: Yapıştır,ChF,18,0.444,1,Komedi,1,0,0,none,Fall,2015,10,41,8,106.0,2,718521,13.484950211631512
Spectre,WB,123,0.089,0,"Macera, Aksiyon",2,0,0,none,Fall,2015,11,45,5,148.0,3,614444,13.328473072834733
6 Süper Kahraman,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Winter,2015,1,3,12,102.0,0,610651,13.322280880197171
Jurassic World,UIP,271,0.137,0,"Gerilim, Fantastik, Aksiyon, 3 Boyutlu",4,0,0,none,Summer,2015,6,24,5,124.0,3,602277,13.308472751352648
Çarşı Pazar,Pin.,19,0.632,1,Komedi,1,0,0,none,Winter,2015,2,9,9,97.0,2,582692,13.275414023845226
Marslı,TME,181,0.343,0,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu",4,0,0,none,Fall,2015,10,40,8,144.0,2,563020,13.241070430469552
Dab6e,CGV Mars,225,0.729,1,Korku,1,0,0,none,Fall,2015,9,37,9,160.0,4,536651,13.19310325531984
Mandıra Filozofu: İstanbul,CF,2,1.0,1,Komedi,1,0,0,none,Spring,2015,3,11,11,109.0,0,508899,13.140004847552396
Ters Yüz,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Summer,2015,6,25,5,95.0,0,489265,13.100659543960544
Otel Transilvanya 2,WB,123,0.089,0,"Animasyon, 3 Boyutlu",2,1,0,none,Fall,2015,10,43,8,89.0,0,483417,13.08863491419625
Ali Kundilli,TME,181,0.343,1,Komedi,1,0,0,none,Winter,2015,2,8,9,118.0,2,482917,13.087600075217969
Terminator: Genisys,UIP,271,0.137,0,"Bilim-Kurgu, Aksiyon",2,0,0,none,Summer,2015,6,26,5,126.0,3,481477,13.084613741685857
Nadide Hayat,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2015,12,51,4,118.0,1,784305,13.572553254292002
Delibal,WB,123,0.089,1,"Dram, Romantik",2,0,1,yilbasi,Winter,2015,12,52,4,117.0,2,1465092,14.197428597096366
Ant-Man,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu",3,0,1,ramazan_bayrami,Summer,2015,7,29,6,117.0,2,427204,12.965016929880166
8 Saniye,WB,123,0.089,1,Dram,1,0,0,none,Winter,2015,2,9,9,120.0,3,421070,12.950554369626913
Son Cadı Avcısı,TME,181,0.343,0,"Fantastik, Aksiyon",2,0,0,none,Fall,2015,10,43,8,106.0,3,411018,12.926392288139809
Köstebekgiller: Perili Orman,WB,123,0.089,1,Aile,1,0,0,none,Winter,2015,1,4,12,85.0,0,409407,12.92246505025563
Mad Max: Fury Road,WB,123,0.089,0,"Macera, Bilim-Kurgu, Aksiyon",3,0,0,none,Spring,2015,5,20,8,120.0,0,409042,12.921573119239287
İçimdeki Ses,Pin.,19,0.632,1,Komedi,1,0,0,none,Winter,2015,1,5,12,93.0,2,403641,12.908281148030554
Sünger Bob Kare Pantolon 3D,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Winter,2015,2,6,9,92.0,1,364853,12.807249811717176
Fantastik Dörtlü,TME,181,0.343,0,"Macera, Fantastik, Aksiyon",3,0,0,none,Summer,2015,8,32,6,100.0,2,351708,12.770556564862456
San Andreas Fayı,WB,123,0.089,0,"Aksiyon, 3 Boyutlu",2,0,0,none,Spring,2015,5,22,8,114.0,3,337835,12.730312889593025
Küçük Prens,CGV Mars,225,0.729,0,Animasyon,1,0,1,kurban_bayrami,Fall,2015,9,39,9,108.0,0,331201,12.710480720812354
Uyumsuz Serisi: Kuralsız,TME,181,0.343,0,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu",4,1,0,none,Spring,2015,3,12,11,119.0,3,320843,12.6787071858922
Kod Adı: K.O.Z.,CGV Mars,225,0.729,1,Macera,1,0,0,none,Winter,2015,2,7,9,114.0,1,313361,12.655111159552389
Senden Bana Kalan,CGV Mars,225,0.729,1,"Dram, Romantik",2,0,0,none,Spring,2015,4,16,5,117.0,0,289778,12.576870391563332
Siccin 2,TME,181,0.343,1,"Korku, Gerilim",2,1,0,none,Summer,2015,7,28,6,94.0,4,289327,12.57531281533388
Çılgın Dersane: Ada,TME,181,0.343,1,Komedi,1,0,0,none,Winter,2015,1,3,12,106.0,0,278233,12.53621417113478
Sindirella,UIP,271,0.137,0,"Aile, Fantastik, Dram",3,0,0,none,Spring,2015,3,11,11,105.0,0,269272,12.503477300130076
Yok Artık!,Bir Film,65,0.277,1,Komedi,1,0,1,kurban_bayrami,Fall,2015,9,39,9,99.0,0,269165,12.503079853441204
Güvercin Uçuverdi,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Spring,2015,3,13,11,89.0,0,228622,12.339825263682524
Taşıyıcı: Son Hız,TME,181,0.343,0,Aksiyon,1,0,0,none,Fall,2015,9,36,9,96.0,2,227531,12.335041771826344
Hayat Öpücüğü,CGV Mars,225,0.729,1,Romantik-Komedi,1,0,0,none,Fall,2015,10,41,8,101.0,0,218521,12.294637398739344
Evim,TME,181,0.343,0,"Animasyon, 3 Boyutlu",2,0,0,none,Spring,2015,3,13,11,94.0,0,202333,12.217670133925711
Hitman: Ajan 47,TME,181,0.343,0,"Gerilim, Suç, Aksiyon",3,1,0,none,Summer,2015,8,34,6,96.0,3,198677,12.199435669449544
Jupiter Yükseliyor,WB,123,0.089,0,"Bilim-Kurgu, 3 Boyutlu",2,0,0,none,Winter,2015,2,6,9,127.0,2,197021,12.19106560102363
Kafes,ChF,18,0.444,1,Dram,1,0,0,none,Fall,2015,10,40,8,117.0,3,196444,12.188132682397509
Ajan,TME,181,0.343,0,Komedi,1,0,0,none,Summer,2015,6,24,5,119.0,3,181708,12.110156282033634
Sihirbazlık Okulunda Bir Türk,Pin.,19,0.632,1,Komedi,1,0,1,19_mayis,Spring,2015,5,21,8,91.0,2,181279,12.107792559918286
Casuslar Köprüsü,TME,181,0.343,0,"Gerilim, Dram",2,0,0,none,Fall,2015,11,48,5,142.0,1,189719,12.153299309052052
Bir Varmış Bir Yokmuş,CGV Mars,225,0.729,1,"Dram, Romantik",2,0,0,none,Spring,2015,3,10,11,105.0,0,177518,12.086827291206822
Kingsman: Gizli Servis,TME,181,0.343,0,"Macera, Aksiyon",2,0,0,none,Spring,2015,3,11,11,129.0,0,174459,12.069445035997836
Deccal,CGV Mars,225,0.729,1,Korku,1,0,0,none,Summer,2015,7,30,6,94.0,0,170190,12.044670738988724
Üç Harfliler 2: Hablis,TME,181,0.343,1,"Korku, Gerilim",2,1,0,none,Summer,2015,8,33,6,100.0,3,168520,12.034809716092951
Everest,UIP,271,0.137,0,"Gerilim, Aksiyon, 3 Boyutlu",3,0,0,none,Fall,2015,9,38,9,121.0,0,167420,12.028260904214047
Yarının Dünyası,UIP,271,0.137,0,"Macera, Bilim-Kurgu",2,0,1,19_mayis,Spring,2015,5,21,8,130.0,0,162651,11.999362080053515
Snoopy ve Charlie Brown Peanuts Filmi,TME,181,0.343,0,"Animasyon, 3 Boyutlu",2,0,0,none,Fall,2015,11,46,5,88.0,0,165431,12.0163094684356
Ertuğrul 1890,CGV Mars,225,0.729,1,"Dram, Tarihi, Aksiyon",3,1,1,yilbasi,Winter,2015,12,52,4,132.0,0,451794,13.020981602715374
Yaktın Beni,UIP,271,0.137,1,Komedi,1,0,0,none,Fall,2015,10,42,8,106.0,2,158062,11.970742640101664
7 Cüceler,CGV Mars,225,0.729,0,"Animasyon, 3 Boyutlu",2,0,0,none,Winter,2015,1,5,12,87.0,0,157943,11.969989487426073
Git Başımdan,WB,123,0.089,1,Romantik-Komedi,1,0,1,29_ekim,Fall,2015,10,44,8,90.0,2,155413,11.953841368500449
Tinker Bell ve Canavar Efsanesi,UIP,271,0.137,0,Animasyon,1,0,0,none,Spring,2015,5,20,8,76.0,0,154774,11.949721267374798
Enigma,Pin.,19,0.632,0,"Gerilim, Dram",2,0,0,none,Winter,2015,2,8,9,114.0,1,152428,11.93444763239306
Fatih'in Fedaisi: Kara Murat,Pin.,19,0.632,1,Aksiyon,1,0,0,none,Winter,2015,1,3,12,105.0,2,151416,11.927786294718755
Paranormal Activity 5: Hayalet Boyutu,UIP,271,0.137,0,"Korku, Gerilim, 3 Boyutlu",3,1,0,none,Fall,2015,10,43,8,88.0,0,150500,11.921718363171069
Yedinci Oğul,UIP,271,0.137,0,"Gerilim, Fantastik, 3 Boyutlu",3,0,0,none,Winter,2015,1,5,12,102.0,0,146870,11.897303120747909
Kuzular Firarda,M3,2,0.0,0,Animasyon,1,0,0,none,Spring,2015,4,16,5,85.0,0,148193,11.906270757260302
Kod Adı: U.N.C.L.E.,WB,123,0.089,0,"Macera, Komedi, Aksiyon",3,0,1,30_agustos,Summer,2015,8,35,6,116.0,2,140653,11.854051143231946
Pixels,WB,123,0.089,0,"Macera, Aksiyon, 3 Boyutlu",3,0,0,none,Summer,2015,8,34,6,105.0,0,139982,11.849269121896857
Aşk Olsun,CGV Mars,225,0.729,1,Romantik-Komedi,1,0,0,none,Spring,2015,4,15,5,95.0,1,133428,11.80131728549125
Barbie Prenses ve Rock Star,UIP,271,0.137,0,Animasyon,1,0,0,none,Summer,2015,8,33,6,84.0,0,127264,11.754018948007417
Pırdino Sürpriz Yumurta,CGV Mars,225,0.729,1,Aile,1,0,0,none,Fall,2015,11,47,5,76.0,0,131488,11.786670871683135
Stajyer,WB,123,0.089,0,Komedi,1,0,1,kurban_bayrami,Fall,2015,9,39,9,121.0,2,126963,11.751650984410722
Whiplash,M3,2,0.0,0,"Dram, Müzik",2,0,0,none,Winter,2015,1,3,12,107.0,3,139085,11.84284053600766
Karlar Kraliçesi 2,CGV Mars,225,0.729,0,Animasyon,1,1,1,1_mayis,Spring,2015,5,18,8,81.0,1,123905,11.727270421928088
Bizim Hikaye,ChF,18,0.444,1,"Dram, Aksiyon",2,0,0,none,Spring,2015,3,13,11,97.0,2,124903,11.735292715040584
Ayı Teddy 2,UIP,271,0.137,0,Komedi,1,1,0,none,Summer,2015,7,28,6,115.0,0,121556,11.708130340928289
Asteriks: Roma Sitesi,CGV Mars,225,0.729,0,"Animasyon, 3 Boyutlu",2,0,0,none,Winter,2015,2,9,9,85.0,0,120895,11.70267767925471
Selfless,Pin.,19,0.632,0,Bilim-Kurgu,1,0,0,none,Summer,2015,7,28,6,117.0,2,118223,11.680327950473234
Pişt,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Spring,2015,5,22,8,98.0,3,116017,11.661492011074984
Müzede Bir Gece: Lahitteki Sır,TME,181,0.343,0,"Komedi, Aile, Aksiyon",3,0,1,yilbasi,Winter,2015,1,1,12,98.0,2,115632,11.65816801352276
Mihrez: Cin Padişahı,ChF,18,0.444,1,"Korku, Gerilim",2,0,0,none,Spring,2015,4,16,5,101.0,3,113699,11.641309884625192
Sebahat & Melahat,CF,2,1.0,1,Komedi,1,0,0,none,Spring,2015,4,16,5,90.0,1,108110,11.590904506286815
En Güzeli,CGV Mars,225,0.729,1,Komedi,1,0,1,30_agustos,Summer,2015,8,35,6,92.0,2,107663,11.58676125722922
Ruhlar Bölgesi Bölüm 3,WB,123,0.089,0,Korku,1,1,0,none,Summer,2015,6,23,5,97.0,3,105639,11.567782900254944
Şeytan-ı Racim 2: İfrit,MC,2,1.0,1,"Korku, Gerilim",2,1,0,none,Summer,2015,6,23,5,85.0,3,105600,11.5674136502543
Bana Adını Sor,CGV Mars,225,0.729,1,"Dram, Romantik",2,0,0,none,Spring,2015,3,11,11,110.0,2,103962,11.5517807267389
Kağıttan Kentler,TME,181,0.343,0,"Dram, Romantik",2,0,0,none,Summer,2015,7,30,6,109.0,3,98562,11.498441070769257
Madımak: Carina'nın Günlüğü,Pin.,19,0.632,1,Dram,1,0,1,kurban_bayrami,Fall,2015,9,39,9,90.0,4,98044,11.493171636483368
Mazlum Kuzey,WB,123,0.089,1,Komedi,1,0,0,none,Winter,2015,1,3,12,103.0,3,93326,11.443854018967809
Dağ 2,CGV Mars,225,0.729,1,"Dram, Savaş",2,1,0,none,Fall,2016,11,44,8,135.0,3,3602511,15.097141660286267
Kardeşim Benim,CGV Mars,225,0.729,1,"Komedi, Dram",2,0,0,none,Winter,2016,1,2,11,118.0,2,2070949,14.543517514289857
Dedemin Fişi,UIP,271,0.137,1,Komedi,1,0,0,none,Winter,2016,1,3,11,100.0,2,2015665,14.516459723730604
Osman Pazarlama,WB,123,0.089,1,Komedi,1,0,0,none,Winter,2016,2,7,6,114.0,2,1983777,14.500513161316144
Görümce,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2016,12,48,8,110.0,2,1914199,14.464809816332355
Batman v Superman: Adaletin Şafağı,WB,123,0.089,0,"Fantastik, Aksiyon, 3 Boyutlu",3,0,0,none,Spring,2016,3,12,8,151.0,2,1462002,14.19531728727998
Kolpaçino 3.Devre,UIP,271,0.137,1,Komedi,1,0,0,none,Spring,2016,3,10,8,93.0,3,1412639,14.16097014424072
İkimizin Yerine,UIP,271,0.137,1,"Dram, Romantik",2,0,0,none,Fall,2016,10,42,7,126.0,0,1373260,14.13269803317362
Kocan Kadar Konuş: Diriliş,UIP,271,0.137,1,Romantik-Komedi,1,0,1,yilbasi,Winter,2016,1,53,11,109.0,0,1332907,14.102872829285124
Çakallarla Dans 4,UIP,271,0.137,1,Komedi,1,1,0,none,Fall,2016,11,47,8,110.0,3,1351247,14.116538427766578
Buz Devri 5: Büyük Çarpışma,TME,181,0.343,0,"Animasyon, 3 Boyutlu",2,1,0,none,Summer,2016,7,28,6,94.0,0,1308876,14.08467931160437
Ekşi Elmalar,CGV Mars,225,0.729,1,"Komedi, Dram, Romantik",3,0,1,29_ekim,Fall,2016,10,43,7,114.0,0,1237921,14.0289439175896
Kaptan Amerika: Kahramanların Savaşı,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu",3,0,0,none,Spring,2016,5,18,6,147.0,2,1165583,13.96873194899356
Suikast,CGV Mars,225,0.729,0,"Suç, Aksiyon",2,0,0,none,Summer,2016,8,34,6,98.0,0,1123237,13.931725253306563
Deadpool,TME,181,0.343,0,"Macera, Fantastik, Aksiyon",3,0,0,none,Winter,2016,2,6,6,108.0,0,1122044,13.93066257998214
İftarlık Gazoz,CGV Mars,225,0.729,1,"Komedi, Dram",2,0,0,none,Winter,2016,1,4,11,115.0,2,1031094,13.846130932460882
Suicide Squad: Gerçek Kötüler,WB,123,0.089,0,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu",4,0,0,none,Summer,2016,8,32,6,123.0,0,956706,13.771251413205077
Küçük Esnaf,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Spring,2016,4,14,7,104.0,2,832050,13.63164781415149
Doktor Strange,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu",3,0,0,none,Fall,2016,11,44,8,115.0,2,827731,13.626443501355654
İkinci Şans,CGV Mars,225,0.729,1,"Dram, Romantik",2,0,0,none,Fall,2016,11,46,8,98.0,2,823083,13.620812325120912
Bir Baba Hindu,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Fall,2016,9,39,8,112.0,2,769260,13.553184292774802
Sihirbazlar Çetesi 2,TME,181,0.343,0,"Gerilim, Aksiyon",2,1,0,none,Summer,2016,6,23,7,129.0,0,747288,13.524205931981344
İyi Bir Dinozor,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Winter,2016,1,2,11,93.0,1,718008,13.48423599002957
Diriliş,TME,181,0.343,0,"Macera, Dram",2,0,0,none,Winter,2016,1,3,11,156.0,0,633864,13.35958969936757
Bizans Oyunları - Geym of Bizans,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Winter,2016,1,2,11,109.0,0,620380,13.338087472498607
Kayıp Balık Dori,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,1,30_agustos,Fall,2016,9,35,8,97.0,0,617320,13.333142807014768
Cehennem,WB,123,0.089,0,Gerilim,1,0,0,none,Fall,2016,10,41,7,121.0,0,602373,13.308632133746212
Warcraft,UIP,271,0.137,0,"Fantastik, Aksiyon, 3 Boyutlu",3,0,0,none,Summer,2016,6,22,7,123.0,3,599787,13.304329871170866
"Fantastik Canavarlar Nelerdir, Nerede Bulunurlar?",WB,123,0.089,0,"Macera, Aile, Fantastik, 3 Boyutlu",4,0,0,none,Fall,2016,11,46,8,133.0,0,553027,13.223162103905718
X-Men: Apocalypse,TME,181,0.343,0,"Fantastik, Aksiyon, 3 Boyutlu",3,0,1,19_mayis,Spring,2016,5,20,6,144.0,3,546829,13.211891418270495
Hz. Muhammed: Allah'ın Elçisi,ChF,18,0.444,0,"Dram, Tarihi, Biyografi",3,0,1,29_ekim,Fall,2016,10,43,7,162.0,0,452066,13.021583465853936
Angry Birds Film,WB,123,0.089,0,"Animasyon, 3 Boyutlu",2,0,0,none,Spring,2016,5,19,6,97.0,2,449825,13.01661389722072
Evcil Hayvanların Gizli Yaşamı,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Summer,2016,8,31,6,87.0,0,418363,12.94410475570013
Annemin Yarası,CGV Mars,225,0.729,1,Dram,1,0,0,none,Spring,2016,3,10,8,120.0,3,414547,12.934941636755424
Alvin ve Sincaplar: Yol Macerası,TME,181,0.343,0,Aile,1,0,1,yilbasi,Winter,2016,1,53,11,92.0,0,389959,12.873796884374345
Rogue One: Bir Star Wars Hikayesi,UIP,271,0.137,0,"Macera, Bilim-Kurgu, 3 Boyutlu",3,0,0,none,Winter,2016,12,50,8,133.0,2,428274,12.967518456647596
Tarzan Efsanesi,WB,123,0.089,0,"Macera, Aksiyon, 3 Boyutlu",3,0,1,ramazan_bayrami,Summer,2016,7,27,6,110.0,2,376128,12.837684789972322
Oflu Hoca'nın Şifresi 2,CGV Mars,225,0.729,1,Komedi,1,1,0,none,Spring,2016,5,19,6,105.0,2,367273,12.813860719712943
Mısır Tanrıları,TME,181,0.343,0,"Macera, Aksiyon",2,0,0,none,Winter,2016,2,8,6,127.0,2,363259,12.802871357450446
Kötü Kedi Şerafettin,UIP,271,0.137,1,"Komedi, Animasyon",2,0,0,none,Winter,2016,2,5,6,86.0,3,359176,12.791567798033183
Her Şey Aşktan,WB,123,0.089,1,Romantik,1,0,0,none,Winter,2016,1,4,11,105.0,0,354885,12.7795490723145
Zootropolis: Hayvanlar Şehri,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Summer,2016,6,23,7,108.0,1,353699,12.77620154793484
Jason Bourne,UIP,271,0.137,0,Aksiyon,1,0,0,none,Summer,2016,7,30,6,123.0,3,352614,12.773129253205896
Kung Fu Panda 3,TME,181,0.343,0,"Animasyon, 3 Boyutlu",2,1,0,none,Spring,2016,3,11,8,95.0,0,347915,12.759713476048455
Sen Benim HerŞeyimsin,TME,181,0.343,1,"Komedi, Dram",2,0,0,none,Winter,2016,12,49,8,107.0,2,354959,12.77975756882998
Kaçma Birader,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Spring,2016,3,9,8,107.0,3,332582,12.71464172521454
Troller,TME,181,0.343,0,"Animasyon, 3 Boyutlu",2,0,0,none,Fall,2016,11,44,8,92.0,0,323762,12.687763956946036
Avcı Kış Savaşı,UIP,271,0.137,0,"Macera, Fantastik, Aksiyon",3,0,1,23_nisan,Spring,2016,4,16,7,114.0,2,306080,12.63160178467408
El Değmemiş Aşk,CGV Mars,225,0.729,1,Romantik,1,0,0,none,Fall,2016,9,36,8,98.0,2,305695,12.630343151840686
Assassin's Creed,TME,181,0.343,0,"Aksiyon, 3 Boyutlu",2,0,0,none,Winter,2016,12,51,8,115.0,3,594343,13.295211872767275
Ali Kundilli 2,TME,181,0.343,1,Komedi,1,1,0,none,Spring,2016,3,9,8,102.0,2,298137,12.605308391386997
Ninja Kaplumbağalar: Gölgelerin İçinde,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu",3,0,0,none,Summer,2016,6,25,7,112.0,2,282068,12.549903455603712
Orman Çocuğu,UIP,271,0.137,0,"Fantastik, Aksiyon, 3 Boyutlu",3,0,0,none,Spring,2016,4,15,7,106.0,2,279901,12.5421912482017
Siccin 3: Cürmü Aşk,TME,181,0.343,1,Korku,1,1,1,30_agustos,Fall,2016,9,35,8,110.0,0,277596,12.53392209828907
Senden Önce Ben,WB,123,0.089,0,Dram,1,0,0,none,Summer,2016,6,24,7,106.0,0,266323,12.492465136829498
Hep Yek,Pin.,19,0.632,1,Komedi,1,0,0,none,Winter,2016,2,5,6,90.0,0,265707,12.490149476903314
Karanlıklar Ülkesi: Kan Savaşları,WB,123,0.089,0,"Korku, Bilim-Kurgu, Aksiyon, 3 Boyutlu",4,0,0,none,Winter,2016,12,48,8,91.0,0,262430,12.477739658785271
Ben-Hur,UIP,271,0.137,0,"Tarihi, Savaş, 3 Boyutlu",3,0,0,none,Fall,2016,9,36,8,123.0,3,254358,12.446498002478911
Leylekler,WB,123,0.089,0,"Animasyon, 3 Boyutlu",2,0,0,none,Fall,2016,9,38,8,87.0,0,250526,12.431317986536166
Müttefik,UIP,271,0.137,0,"Gerilim, Romantik",2,0,0,none,Winter,2016,12,48,8,124.0,0,261795,12.475317033727046
Kurtuluş Günü: Yeni Tehdit,TME,181,0.343,0,"Bilim-Kurgu, Aksiyon, 3 Boyutlu",3,0,0,none,Summer,2016,6,25,7,120.0,0,236648,12.374329083999294
Magi,CGV Mars,225,0.729,1,"Korku, Gerilim",2,0,1,1_mayis,Spring,2016,4,17,7,132.0,4,227978,12.337004412052927
Dönerse Senindir,UIP,271,0.137,1,Romantik-Komedi,1,0,0,none,Winter,2016,12,51,8,108.0,2,609745,13.320796115962546
Bayan Peregrine'in Tuhaf Çocukları,TME,181,0.343,0,Fantastik,1,0,0,none,Fall,2016,9,39,8,127.0,2,226905,12.332286706664409
Üç Harfliler 3: Karabüyü,TME,181,0.343,1,Korku,1,1,0,none,Summer,2016,7,26,6,87.0,0,226349,12.329833334917522
Uyumsuz Serisi: Yandaş Bölüm 1,TME,181,0.343,0,"Bilim-Kurgu, Aksiyon",2,1,0,none,Spring,2016,3,10,8,120.0,3,222857,12.31428558914456
Dünyanın En Güzel Kokusu,Bir Film,65,0.277,1,"Dram, Romantik",2,0,0,none,Winter,2016,2,6,6,88.0,3,219116,12.297356548932806
Köstebekgiller 2: Gölge'nin Tılsımı,WB,123,0.089,1,Aile,1,1,0,none,Winter,2016,1,3,11,85.0,0,218438,12.29425750039191
Geliş,ChF,18,0.444,0,"Bilim-Kurgu, Dram",2,0,0,none,Fall,2016,11,45,8,116.0,2,223576,12.31750667997638
Jack Reacher: Asla Geri Dönme,UIP,271,0.137,0,"Macera, Aksiyon",2,0,0,none,Fall,2016,10,42,7,118.0,3,197863,12.195330150998192
Benim Adım Feridun,UIP,271,0.137,1,"Komedi, Dram, Romantik",3,0,0,none,Fall,2016,11,45,8,110.0,1,197217,12.192059924331623
Geniş Aile 2: Her Türlü,ChF,18,0.444,1,Komedi,1,1,0,none,Fall,2016,11,44,8,100.0,3,197144,12.19168970516272
Alis Harikalar Diyarında: Aynanın İçinden,UIP,271,0.137,0,"Macera, Fantastik, 3 Boyutlu",3,0,0,none,Spring,2016,5,21,6,113.0,1,192815,12.16948645896213
Şarkını Söyle,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Winter,2016,12,49,8,108.0,0,189760,12.153515394791498
Korku Seansı 2,WB,123,0.089,0,Korku,1,1,0,none,Summer,2016,6,23,7,134.0,0,178115,12.090184688078246
Sully,WB,123,0.089,0,"Dram, Biyografi",2,0,0,none,Fall,2016,9,36,8,96.0,3,175055,12.072855489242528
Alamet-i Kıyamet,Pin.,19,0.632,1,"Korku, Gerilim",2,0,1,19_mayis,Spring,2016,5,20,6,88.0,0,170242,12.04497623318671
Somuncu Baba: Aşkın Sırrı,Pin.,19,0.632,1,"Dram, Tarihi",2,0,0,none,Spring,2016,4,13,7,115.0,0,163088,12.002045211408197
Karlar Kralı Norm,CGV Mars,225,0.729,0,Animasyon,1,0,0,none,Winter,2016,1,3,11,90.0,0,152688,11.936151902657034
Yok Artık! 2,TME,181,0.343,1,Komedi,1,1,0,none,Fall,2016,10,40,7,86.0,2,151586,11.928908399641085
Deliormanlı,CGV Mars,225,0.729,1,"Dram, Aksiyon",2,0,0,none,Spring,2016,4,13,7,108.0,3,149010,11.911768696769506
Star Trek Sonsuzluk,UIP,271,0.137,0,"Bilim-Kurgu, Aksiyon, 3 Boyutlu",3,0,0,none,Summer,2016,8,34,6,122.0,2,140539,11.853240309308893
The Hateful Eight,Pin.,19,0.632,0,"Suç, Western",2,0,0,none,Winter,2016,1,1,11,167.0,4,139344,11.84470097493252
