movie_name,distributor,distributor_film_count,distributor_domestic_ratio,is_domestic,genre,genre_count,is_sequel,holiday_week,holiday_type,release_season,release_year,release_month,release_week,competition_index,runtime_minutes,rating,total_audience,log_total_audience
Polaroid,CJ ENM,141,0.716,0,"Korku, Gerilim, Gizem",3,0,0,none,Fall,2020,10,42,14,88.0,0,26689,10.19200677448047
Süper Ajanlar,CGV Mars,225,0.729,0,"Komedi, Animasyon, Aksiyon",3,0,0,none,Winter,2020,2,6,25,90.0,0,31738,10.365269980122788
Mulan,UIP,271,0.137,0,"Macera, Aile, Dram, Aksiyon, 3 Boyutlu",5,0,0,none,Fall,2020,9,36,10,115.0,0,24307,10.098519653689262
Kabus Evi,CJ ENM,141,0.716,0,"Korku, Gerilim",2,0,1,29_ekim,Fall,2020,10,44,14,92.0,4,23656,10.071372061532314
Araf 4: Meryem,Bir Film,65,0.277,1,Korku,1,1,0,none,Spring,2020,3,11,9,83.0,0,23394,10.060234858210652
Kirpi Latte ve Büyülü Taş,Bir Film,65,0.277,0,Animasyon,1,0,0,none,Winter,2020,1,5,27,82.0,0,23998,10.085725772524334
Garez,TME,181,0.343,0,Korku,1,0,0,none,Winter,2020,2,8,25,94.0,0,20975,9.951086531335408
Judy,Bir Film,65,0.277,0,"Dram, Tarihi, Biyografi",3,0,1,yilbasi,Winter,2020,1,1,27,118.0,0,21044,9.954370762850695
Semur 2: Cinlerin Büyüsü,TME,181,0.343,1,Korku,1,1,0,none,Winter,2020,2,9,25,90.0,0,19607,9.88364192431542
L.O.L. Sürpriz! Beyazperdede,TME,181,0.343,0,Aile,1,0,0,none,Winter,2020,2,9,25,106.0,0,17846,9.789534672460096
Akıllı Balık,Özen,4,0.25,0,Animasyon,1,0,0,none,Winter,2020,2,7,25,106.0,0,17421,9.76543165404016
Cin Bebek 2,CJ ENM,141,0.716,1,Korku,1,1,1,30_agustos,Summer,2020,8,35,4,81.0,3,16486,9.710266814873172
Yeni Baştan,Başka S.,8,0.125,0,"Komedi, Dram",2,0,0,none,Winter,2020,2,7,25,115.0,0,17991,9.79762691183662
Dengesiz,CGV Mars,225,0.729,0,"Gerilim, Aksiyon",2,0,0,none,Fall,2020,10,43,14,90.0,4,15491,9.648014489106362
Acı Kiraz,CGV Mars,225,0.729,1,Dram,1,0,0,none,Winter,2020,2,9,25,94.0,0,15288,9.634823485920109
Tavşan Jojo,TME,181,0.343,0,"Komedi, Dram, Savaş",3,0,0,none,Winter,2020,1,5,27,108.0,3,15240,9.631678829240638
After Paramparça,ChF,18,0.444,0,"Dram, Romantik",2,0,0,none,Fall,2020,9,38,10,105.0,0,13835,9.534956892221029
Vahşetin Çağrısı,TME,181,0.343,0,"Macera, Aile",2,0,0,none,Winter,2020,2,8,25,100.0,0,13264,9.492808877375076
Ölü Nöbeti,Bir Film,65,0.277,0,Korku,1,0,0,none,Fall,2020,10,41,14,90.0,0,13228,9.490091074101684
Bedenimi Kaybettim,Başka S.,8,0.125,0,"Animasyon, Dram",2,0,0,none,Winter,2020,1,3,27,81.0,2,14443,9.577965147101168
Ormandaki Cadı,CJ ENM,141,0.716,0,"Korku, Gerilim, Gizem",3,0,0,none,Fall,2020,9,39,10,91.0,0,12769,9.454775637424682
47 Metre Derinde: Kafes,Bir Film,65,0.277,0,"Korku, Macera",2,0,0,none,Summer,2020,8,32,4,90.0,3,12400,9.425451751593128
Sefiller,Filmartı,2,0.0,0,Dram,1,0,0,none,Winter,2020,1,5,27,103.0,0,12223,9.411074701777263
Sabit Kanca: Son Soru,TME,181,0.343,1,Komedi,1,0,0,none,Spring,2020,3,10,9,101.0,0,11907,9.384881741451174
Hadi Gidelim,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Fall,2020,9,37,10,103.0,0,11747,9.371353167823884
Son Şaka,CJ ENM,141,0.716,1,"Komedi, Aksiyon",2,0,0,none,Fall,2020,11,45,4,94.0,0,15625,9.656627474604605
Bal Ülkesi,Başka S.,8,0.125,0,"Dram, Belgesel",2,0,0,none,Winter,2020,1,5,27,86.0,0,11374,9.339085327866744
Dürüst Hırsız,CGV Mars,225,0.729,0,"Dram, Suç, Aksiyon",3,0,0,none,Fall,2020,11,45,4,99.0,3,10110,9.221280312014516
Yabani,CJ ENM,141,0.716,0,"Korku, Gerilim, Dram",3,0,1,yilbasi,Winter,2020,1,1,27,90.0,3,9210,9.128045129249353
Y. Köyü Ye'cüc Me'cüc,Bir Film,65,0.277,1,Korku,1,0,1,29_ekim,Fall,2020,10,44,14,90.0,3,9142,9.12063445889169
Break the Silence: The Movie,CGV Mars,225,0.729,0,"Belgesel, Konser, Müzik",3,0,0,none,Fall,2020,9,37,10,95.0,0,8706,9.071767722112243
Resmi Sırlar,CGV Mars,225,0.729,0,"Gerilim, Dram, Biyografi",3,0,1,yilbasi,Winter,2020,1,1,27,112.0,3,8699,9.07096335550754
Oda,CGV Mars,225,0.729,0,"Bilim-Kurgu, Dram, Gizem",3,0,0,none,Summer,2020,8,34,4,100.0,3,8202,9.012133305952004
Pretoria'dan Kaçış,CGV Mars,225,0.729,0,Gerilim,1,0,0,none,Fall,2020,9,36,10,106.0,3,8158,9.006754319877503
It Must Be Heaven,Başka S.,8,0.125,1,Komedi,1,0,0,none,Winter,2020,2,8,25,97.0,0,9649,9.174609562020384
Mürit,TME,181,0.343,0,"Korku, Gerilim, Dram",3,0,0,none,Spring,2020,3,11,9,100.0,0,8013,8.98882050177807
Tamircikler Robotçuklara Karşı,Bir Film,65,0.277,0,Animasyon,1,0,0,none,Spring,2020,3,10,9,86.0,0,8896,9.093357016490364
Jexi,CJ ENM,141,0.716,0,Komedi,1,0,0,none,Winter,2020,2,9,25,84.0,3,7875,8.971448463693834
Barbarları Beklerken,CJ ENM,141,0.716,0,Dram,1,0,0,none,Fall,2020,10,41,14,112.0,3,7746,8.954931860074698
Davetsiz,CJ ENM,141,0.716,0,Korku,1,0,0,none,Fall,2020,9,36,10,95.0,0,7592,8.934850340289763
Elveda,Bir Film,65,0.277,0,"Komedi, Dram",2,0,0,none,Winter,2020,1,4,27,100.0,2,7891,8.973478148521036
Bay Link: Kayıp Efsane,CGV Mars,225,0.729,0,"Macera, Komedi, Animasyon",3,0,0,none,Fall,2020,10,43,14,93.0,0,7853,8.968650903374874
Sekiz Yüz,CGV Mars,225,0.729,0,"Savaş, Aksiyon, IMAX",3,0,0,none,Fall,2020,9,39,10,149.0,0,6689,8.808219665118408
Bizim Semtin Çocukları,CJ ENM,141,0.716,1,"Macera, Komedi",2,0,0,none,Fall,2020,10,40,14,95.0,0,6502,8.779865100863852
Gece Nöbeti,CGV Mars,225,0.729,0,"Dram, Suç",2,0,0,none,Summer,2020,8,32,4,90.0,3,6401,8.764209507142004
Tek Başına,CGV Mars,225,0.729,0,Gerilim,1,0,0,none,Fall,2020,10,42,14,98.0,0,6374,8.759982494977281
Karabasan,CJ ENM,141,0.716,0,"Korku, Gerilim",2,0,0,none,Winter,2020,2,6,25,77.0,4,6351,8.756367559802975
Hashtag,CGV Mars,225,0.729,1,"Korku, Gerilim",2,0,1,29_ekim,Fall,2020,10,44,14,90.0,0,6026,8.703838719690246
Karanlık Sular,ChF,18,0.444,0,"Dram, Tarihi, Biyografi",3,0,0,none,Winter,2020,2,6,25,126.0,0,5920,8.68609172787805
Saklı Gerçekler,Filmartı,2,0.0,0,Dram,1,0,0,none,Winter,2020,1,3,27,106.0,0,5676,8.644002038279933
Mendilim Kekik Kokuyor,CJ ENM,141,0.716,1,Dram,1,0,0,none,Spring,2020,3,10,9,107.0,0,5651,8.639587799629844
Mühr-ü Cin,MC,2,1.0,1,Korku,1,0,0,none,Winter,2020,1,4,27,65.0,3,5648,8.639056779173078
Gece Gelen: Cin Bebek,Özen,4,0.25,1,Korku,1,0,1,yilbasi,Winter,2020,1,1,27,90.0,0,5440,8.601534339849989
Masallardan Geriye Kalan,Bir Film,65,0.277,1,Romantik,1,0,0,none,Winter,2020,2,7,25,98.0,0,5420,8.597851094433691
Nasipse Adayız,Bir Film,65,0.277,1,"Komedi, Dram, Politik",3,0,1,29_ekim,Fall,2020,10,44,14,105.0,0,5879,8.679141958402255
Sıra Dışı,UIP,271,0.137,0,"Korku, Komedi",2,0,0,none,Fall,2020,11,46,4,101.0,0,5353,8.585412430393381
Kulübe,CJ ENM,141,0.716,0,Gerilim,1,0,0,none,Fall,2020,10,40,14,98.0,0,5351,8.585038738311304
Randıman,Bir Film,65,0.277,1,Komedi,1,0,0,none,Fall,2020,9,39,10,100.0,0,5311,8.577535420422398
Follow Me,CGV Mars,225,0.729,0,"Korku, Gerilim",2,0,0,none,Fall,2020,11,46,4,88.0,0,5056,8.528330935826693
Seberg,Bir Film,65,0.277,0,"Gerilim, Dram, Biyografi",3,0,0,none,Spring,2020,3,10,9,102.0,0,4750,8.465899897028686
Örümcek-Adam: Eve Dönüş Yok,WB,123,0.089,0,"Macera, Bilim-Kurgu, Aksiyon",3,0,0,none,Winter,2021,12,50,10,148.0,0,2882960,14.874328102087937
Hızlı ve Öfkeli 9,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,1,0,none,Summer,2021,7,26,17,145.0,3,959767,13.77444582565225
Aykut Enişte 2,CJ ENM,141,0.716,1,Komedi,1,1,0,none,Winter,2021,12,48,10,119.0,0,930822,13.743823345713253
Venom: Zehirli Öfke 2,WB,123,0.089,0,"Macera, Gerilim, Fantastik, Aksiyon, 3 Boyutlu, IMAX",6,1,0,none,Fall,2021,10,41,18,90.0,0,670294,13.415471701090112
Âkif,CGV Mars,225,0.729,1,"Tarihi, Biyografi",2,0,0,none,Fall,2021,9,38,13,111.0,0,686839,13.439855191483518
Dune: Çöl Gezegeni,WB,123,0.089,0,"Macera, Bilim-Kurgu, Dram, 3 Boyutlu, IMAX",5,0,0,none,Fall,2021,10,42,18,155.0,3,627380,13.34930769664056
Dayı: Bir Adamın Hikâyesi,CGV Mars,225,0.729,1,"Macera, Dram, Romantik",3,0,0,none,Winter,2021,12,49,10,125.0,3,476644,13.074525159989774
Eternals,UIP,271,0.137,0,"Macera, Dram, Aksiyon, 3 Boyutlu",4,0,0,none,Fall,2021,11,44,21,158.0,3,379295,12.846069545412409
Black Widow,UIP,271,0.137,0,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu",4,0,0,none,Summer,2021,7,27,17,133.0,3,363589,12.803779387802528
Patron Bebek 2: Aile Şirketi,UIP,271,0.137,0,"Komedi, Animasyon, Aile",3,1,0,none,Fall,2021,9,37,13,108.0,0,331947,12.71273059660082
The Matrix Resurrections,WB,123,0.089,0,"Bilim-Kurgu, Aksiyon",2,0,0,none,Winter,2021,12,51,10,148.0,3,506162,13.1346120551327
Enkanto: Sihirli Dünya,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Fall,2021,11,47,21,99.0,0,343984,12.74835042364593
Luka,UIP,271,0.137,0,"Macera, Animasyon, Aile, 3 Boyutlu",4,0,0,none,Fall,2021,9,35,13,100.0,0,274133,12.521368669060882
Ölmek İçin Zaman Yok,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,0,none,Fall,2021,10,39,18,163.0,3,241243,12.393560003236232
Shang-Chi ve On Halka Efsanesi,UIP,271,0.137,0,"Macera, Aksiyon, 3 Boyutlu",3,0,0,none,Fall,2021,9,35,13,132.0,3,238024,12.3801267879057
Hep Yek 4: Bela Okuma Altan,CGV Mars,225,0.729,1,Komedi,1,1,0,none,Fall,2021,10,41,18,114.0,3,225012,12.32390901309772
Addams Ailesi 2,UIP,271,0.137,0,Animasyon,1,1,0,none,Fall,2021,11,45,21,93.0,0,212456,12.26649018708344
The Suicide Squad: İntihar Timi,WB,123,0.089,0,"Macera, Komedi, Suç, Aksiyon",4,0,0,none,Summer,2021,7,30,17,132.0,4,179607,12.098526409591823
İstanbul Muhafızları: Yüzyılın Muhafızları,CJ ENM,141,0.716,1,"Macera, Animasyon, Aile",3,0,1,29_ekim,Fall,2021,10,43,18,106.0,0,173052,12.061347406350071
Gerçek Kahraman,UIP,271,0.137,0,"Macera, Komedi, Aksiyon, 3 Boyutlu",4,0,0,none,Summer,2021,8,32,15,115.0,0,147837,11.903865594461829
Korku Seansı 3: Katil Şeytan,WB,123,0.089,0,"Korku, Gizem, IMAX",3,1,0,none,Summer,2021,7,27,17,112.0,0,134290,11.80775691957522
Arınma Gecesi: Sonsuza Dek,UIP,271,0.137,0,"Korku, Gerilim, Bilim-Kurgu, Aksiyon",4,0,1,kurban_bayrami,Summer,2021,7,29,17,103.0,4,127827,11.758433066217348
15/07 Şafak Vakti,CGV Mars,225,0.729,1,"Dram, Savaş",2,0,1,15_temmuz,Summer,2021,7,28,17,95.0,0,120706,11.701113115874977
Crood'lar 2: Yeni Bir Çağ,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,1,0,none,Summer,2021,8,32,15,95.0,0,104760,11.559427298621648
İntikam Vakti,CJ ENM,141,0.716,0,"Gerilim, Suç, Aksiyon, IMAX",4,0,0,none,Fall,2021,11,47,21,118.0,0,104293,11.554959524642651
Maşa ile Koca Ayı 4,CJ ENM,141,0.716,0,Animasyon,1,1,0,none,Winter,2021,12,50,10,106.0,0,135197,11.814488252995702
Sessiz Bir Yer 2,UIP,271,0.137,0,"Korku, Gerilim, IMAX",3,1,1,15_temmuz,Summer,2021,7,28,17,97.0,0,98765,11.5004985699621
Robot Ron Bir Sorun Var,UIP,271,0.137,0,"Animasyon, 3 Boyutlu",2,0,0,none,Fall,2021,10,42,18,107.0,0,95368,11.465498371397835
Hayalet Avcıları: Öteki Dünya,WB,123,0.089,0,"Komedi, Fantastik, Aksiyon",3,0,0,none,Fall,2021,11,46,21,124.0,0,84282,11.341923598058964
Jungle Cruise,UIP,271,0.137,0,"Macera, Aile, Fantastik, 3 Boyutlu",4,0,0,none,Summer,2021,7,30,17,128.0,0,84155,11.340415615560266
Paw Patrol Filmi,UIP,271,0.137,0,Animasyon,1,0,0,none,Summer,2021,8,33,15,88.0,0,80194,11.292203978088397
Gucci Ailesi,UIP,271,0.137,0,"Gerilim, Dram, Suç",3,0,0,none,Fall,2021,11,47,21,163.0,0,78165,11.266577256011423
Spirit Özgür Ruh,UIP,271,0.137,0,"Macera, Animasyon, Aile",3,0,1,15_temmuz,Summer,2021,7,28,17,87.0,0,76444,11.244313725608873
Resident Evil: Raccoon Şehri,WB,123,0.089,0,"Korku, Aksiyon, Gizem",3,0,0,none,Winter,2021,12,48,10,107.0,0,69115,11.143527062898457
Ölümcül Labirent: Şampiyonlar Turnuvası,WB,123,0.089,0,"Korku, Gerilim, Gizem",3,0,0,none,Fall,2021,9,37,13,85.0,3,68584,11.135814550358592
Space Jam: Yeni Efsane,WB,123,0.089,0,"Macera, Aksiyon, IMAX",3,0,1,15_temmuz,Summer,2021,7,28,17,116.0,0,64298,11.071283805542896
Hababam Sınıfı Yaz Oyunları,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Summer,2021,7,26,17,103.0,0,61207,11.022016841044596
Zamanda Tutsak,UIP,271,0.137,0,"Gerilim, Dram",2,0,0,none,Summer,2021,8,32,15,121.0,0,60780,11.015016066470784
Clifford Büyük Kırmızı Köpek,UIP,271,0.137,0,"Animasyon, Aile, Fantastik",3,0,0,none,Winter,2021,12,48,10,97.0,0,61947,11.034034459734585
Spiral: Testere Devam Ediyor,Bir Film,65,0.277,0,Korku,1,1,0,none,Summer,2021,8,33,15,93.0,4,56948,10.949893849733636
Nefesini Tut 2,WB,123,0.089,0,"Korku, Gerilim",2,1,0,none,Fall,2021,10,39,18,98.0,4,52934,10.876801133506191
Spencer,CJ ENM,141,0.716,0,"Dram, Biyografi",2,0,0,none,Fall,2021,11,46,21,110.0,0,48532,10.789978653171763
Peter Rabbit: Kaçak Tavşan,WB,123,0.089,0,"Macera, Komedi, Animasyon",3,0,0,none,Fall,2021,10,40,18,93.0,0,47373,10.765807725134753
4N1K Düğün,CJ ENM,141,0.716,1,"Romantik-Komedi, Gençlik",2,0,0,none,Fall,2021,11,45,21,89.0,0,46698,10.751456616187443
Kuklalı Köşk 2: Orman Kâşifi,CJ ENM,141,0.716,1,"Komedi, Animasyon, Aile",3,1,0,none,Winter,2021,12,48,10,73.0,0,48421,10.78768888290167
Korku Kapanı: Başlangıç,Bir Film,65,0.277,0,"Korku, Gerilim",2,0,0,none,Fall,2021,9,38,13,110.0,4,51003,10.83963973350584
Zihin Gezgini,WB,123,0.089,0,"Gerilim, Bilim-Kurgu, IMAX, Romantik",4,0,0,none,Summer,2021,8,33,15,116.0,0,42295,10.652424154738116
Seni Bulacam Oğlum!,TME,181,0.343,1,Komedi,1,0,0,none,Fall,2021,11,45,21,118.0,3,40063,10.598208494084364
Sir-Ayet: Ölü Doğan,CGV Mars,225,0.729,1,Korku,1,0,0,none,Fall,2021,9,36,13,87.0,3,37788,10.539746870889026
Cruella,UIP,271,0.137,0,Komedi,1,0,0,none,Summer,2021,7,26,17,134.0,0,34624,10.452302362206153
Blackpink: The Movie,CGV Mars,225,0.729,0,"Belgesel, Müzik",2,0,0,none,Summer,2021,8,31,15,100.0,0,34529,10.449554829640324
Habis,WB,123,0.089,0,Korku,1,0,0,none,Fall,2021,9,35,13,111.0,4,31225,10.34897433499378
Kırmızı Pabuçlar ve Yedi Cüceler,Bir Film,65,0.277,0,"Macera, Animasyon, 3 Boyutlu",3,0,0,none,Fall,2021,11,45,21,92.0,0,31270,10.350414450451886
Snake Eyes: G.I. Joe Origins,UIP,271,0.137,0,"Macera, Bilim-Kurgu, Aksiyon",3,0,0,none,Summer,2021,8,31,15,121.0,3,28772,10.267157970987247
Baba,Bir Film,65,0.277,0,Dram,1,0,0,none,Fall,2021,9,37,13,97.0,0,28707,10.264896274447372
Bize Müsaade,CGV Mars,225,0.729,1,Komedi,1,0,0,none,Summer,2021,7,30,17,110.0,0,27675,10.228284757576835
İnsanlar İkiye Ayrılır,Bir Film,65,0.277,1,Dram,1,0,0,none,Fall,2021,9,36,13,101.0,3,28927,10.272530694010324
Dün Gece Soho'da,UIP,271,0.137,0,"Korku, Gerilim, Dram",3,0,0,none,Fall,2021,11,45,21,117.0,0,26126,10.17068626604651
Cadılar Bayramı Öldürür,UIP,271,0.137,0,"Korku, Gerilim",2,0,0,none,Fall,2021,10,41,18,106.0,4,24299,10.098190476218488
Demon Slayer: Mugen Treni,CGV Mars,225,0.729,0,"Macera, Animasyon, Aksiyon",3,0,0,none,Summer,2021,8,33,15,117.0,0,23853,10.079665274569594
Lain,Bir Film,65,0.277,1,Korku,1,0,0,none,Winter,2021,12,49,10,90.0,3,25637,10.151791899508838
Fransız Postası,UIP,271,0.137,0,"Komedi, Dram, Romantik",3,0,0,none,Winter,2021,12,48,10,107.0,0,22480,10.020381304007628
Şeker Adamın Laneti,UIP,271,0.137,0,"Korku, Gerilim, Gizem",3,0,1,30_agustos,Summer,2021,8,34,15,91.0,4,21893,9.993922230007335
Turu ve Sirk Maceraları,CGV Mars,225,0.729,0,Animasyon,1,0,0,none,Fall,2021,11,44,21,80.0,0,22913,10.039459714059342
Suveydâ,SİSAY,1,1.0,1,Tarihi,1,0,0,none,Fall,2021,9,36,13,89.0,0,21515,9.9765056452727
Tomris,CGV Mars,225,0.729,0,"Dram, Tarihi",2,0,0,none,Fall,2021,9,35,13,148.0,0,20427,9.924612834151077
Sen Ben Lenin,CGV Mars,225,0.729,1,Dram,1,0,0,none,Fall,2021,11,47,21,82.0,0,20125,9.909718102286764
Cin Çarpılması,CGV Mars,225,0.729,1,Korku,1,0,0,none,Fall,2021,11,45,21,70.0,3,20035,9.905236023070245
Pişiriciler,Bir Film,65,0.277,0,"Komedi, Animasyon, Aile",3,0,0,none,Fall,2021,11,46,21,78.0,0,21526,9.977016785824244
Dünyanın En Kötü İnsanı,Başka S.,8,0.125,0,"Komedi, Dram",2,0,0,none,Fall,2021,11,46,21,127.0,4,34812,10.457717433909403
My Hero Academia The Movie: World Heroes' Mission,CGV Mars,225,0.729,0,"Macera, Animasyon, Aksiyon",3,0,0,none,Fall,2021,11,47,21,101.0,3,19030,9.853771960290196
Hanzap,CJ ENM,141,0.716,1,Korku,1,0,0,none,Summer,2021,8,32,15,83.0,0,16955,9.73831805455974
Ecinni 3: Issız Çığlık,Bir Film,65,0.277,1,"Korku, Dram, Gizem",3,1,0,none,Fall,2021,11,46,21,93.0,3,16430,9.706864211031316
Zoraki Misafir,CGV Mars,225,0.729,1,Komedi,1,0,1,29_ekim,Fall,2021,10,43,18,125.0,0,16307,9.699349742461278
Hakikat Şeyh Bedreddin,CJ ENM,141,0.716,1,"Dram, Tarihi",2,0,0,none,Fall,2021,10,40,18,99.0,3,16546,9.713899659750128
Gerçek Cinler,CGV Mars,225,0.729,1,Korku,1,0,0,none,Summer,2021,8,32,15,75.0,0,15864,9.671807670199632
